restaurant_id,Name,Rating,cusines,delivery_review_number,location,Longitude,Latitude,Restaurant_link,price_for_one
2335,Suryawanshi,3.7,"Maharashtrian, Seafood, Beverages, Desserts",3444,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/suryawanshi-indiranagar/order,350
2336,Shawarma21,3.4,"Lebanese, Mughlai, Fast Food, Beverages",92,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/shawarma21-new-bel-road-bangalore/order,125
2337,BOX8 - Desi Meals,4.2,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",80,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/box8-desi-meals-1-electronic-city-bangalore/order,250
2338,McLeans Italian Pizzeria,3.5,"American, Pizza",589,"Ejipura, Bangalore",77.6269144,12.945245,https://www.zomato.com/bangalore/mcleans-italian-pizzeria-ejipura/order,150
2339,Chintu's,3.7,"Fast Food, North Indian, Desserts, Beverages",235,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/chintus-2-whitefield-bangalore/order,100
2340,Bombay Brasserie,3.8,"Modern Indian, Bar Food, Beverages",635,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/bombay-brasserie-indiranagar/order,900
2341,Pure Veg Meals By LunchBox,3.9,North Indian,16,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/pure-veg-meals-by-lunchbox-indiranagar-bangalore/order,200
2342,New Hyderabadi Biryani Box,3.8,"North Indian, Chinese, Biryani, Sichuan",584,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/new-hyderabadi-biryani-box-electronic-city-bangalore/order,200
2343,Meghana Foods,4.2,"Biryani, Andhra, North Indian, Chinese",21200,"Hosur Road, Bangalore",77.6052566,12.9527111,https://www.zomato.com/bangalore/meghana-foods-hosur-road-bangalore/order,250
2344,Bhai Biryani - Ambur Biryani & Kebabs,0,"Biryani, Kebab",0,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/bhai-biryani-ambur-biryani-kebabs-1-electronic-city-bangalore/order,250
2345,Nammoora Thindi,4.1,"South Indian, Coffee, Tea, Beverages",3813,"Nagarbhavi, Bangalore",77.51126721,12.95961755,https://www.zomato.com/bangalore/nammoora-thindi-nagarbhavi/order,125
2346,California Burrito,4.2,"Mexican, Fast Food, Beverages",2352,"Orion East, Banaswadi, Bangalore",77.6326036,13.0015639,https://www.zomato.com/bangalore/california-burrito-hbr-layout-bangalore/order,150
2347,Vamsi Tiffin Centre,4,South Indian,38,"Richmond Road, Bangalore",77.6068229,12.9662452,https://www.zomato.com/bangalore/vamsi-tiffin-centre-richmond-road-bangalore/order,50
2348,Living Bowls,4,"Salad, Continental",200,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/living-bowls-jp-nagar-bangalore/order,200
2349,JCK Momos,4.3,"Tibetan, Momos",2474,"Nagawara, Bangalore",77.6209093,13.0431413,https://www.zomato.com/jck-momos-food-truck/order,100
2350,Art Of Delight,4.4,"Ice Cream, Desserts, Waffle, Beverages",247,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/art-of-delight-jayanagar-bangalore/order,150
2351,New Udupi Delicacy,3.8,"South Indian, North Indian, Chinese, Shake",6878,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/new-udupi-delicacy-whitefield-bangalore/order,150
2352,ibaco,4.4,"Ice Cream, Bakery, Desserts",639,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/ibaco-indiranagar-bangalore/order,100
2353,Megna Restaurant,3.3,"North Indian, Chinese, Mughlai, Momos, Sichuan",163,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/megna-restaurant-electronic-city-bangalore/order,250
2354,The Fry Shack,0,"Fast Food, Beverages",8,"Mantri Square, Malleshwaram, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/the-fry-shack-1-malleshwaram-bangalore/order,200
2355,Tasty Bites,3.8,"North Indian, Chinese, Desserts, Beverages",446,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/tasty-bites-jp-nagar-bangalore/order,100
2356,Amazing Kati Roll's,3.6,"Rolls, Fast Food, Street Food",6776,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/amazing-kati-rolls-hsr-bangalore/order,150
2357,Simply Chats,3.5,"Street Food, Sandwich, Ice Cream, Beverages",478,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/simply-chats-basaveshwara-nagar-bangalore/order,150
2358,Sajan's Kitchen,0,South Indian,7,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/sajans-kitchen-whitefield-bangalore/order,250
2359,The Bangalore Pizza House,3.6,"Pizza, Burger, Fast Food",48,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/the-bangalore-pizza-house-marathahalli-bangalore/order,200
2360,Haka,3.9,"Chinese, Momos",452,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/haka-kalyan-nagar-bangalore/order,300
2361,Slay Coffee Bar,4.3,Coffee,1681,"Koramangala 5th Block, Bangalore",77.6189768,12.9348429,https://www.zomato.com/bangalore/slay-coffee-bar-koramangala-5th-block-bangalore/order,175
2362,GHF- Grandma's Home Foods,4.1,Biryani,222,"Banaswadi, Bangalore",77.6518539,13.0141618,https://www.zomato.com/bangalore/ghf-grandmas-home-foods-banaswadi-bangalore/order,250
2363,Nandhini Deluxe,4,"Andhra, Biryani, South Indian, North Indian, Chinese, Mughlai, Desserts, Beverages",6179,"Frazer Town, Bangalore",77.6130165,12.996845,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,400
2364,Polar Bear,4.5,"Ice Cream, Beverages, Shake",2133,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/polar-bear-1-jayanagar/order,175
2365,Burgers Kingdom,3.3,"Burger, Fast Food, Pizza, Beverages",339,"Jalahalli, Bangalore",77.5483803,13.0464531,https://www.zomato.com/bangalore/burgers-kingdom-jalahalli-bangalore/order,150
2366,Food Court,4.3,"Chinese, Fast Food, Street Food, Biryani",142,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/food-court-1-jp-nagar-bangalore/order,50
2367,Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,4,South Indian,399,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotti-mattu-chapati-angadi-seshadripuram-bangalore/order,50
2368,Himadri Ice Cream,4,"Ice Cream, Desserts",47,"Majestic, Bangalore",77.5728757,12.9757079,https://www.zomato.com/bangalore/himadri-ice-cream-majestic-bangalore/order,100
2369,Keventers Ice Cream,4.4,"Ice Cream, Desserts, Shake, Beverages",197,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/keventers-ice-cream-rajajinagar-bangalore/order,150
2370,Punjabi Nawabi,3.6,"North Indian, Biryani, Mughlai, Chinese, Kebab",17300,"Thippasandra, Bangalore",77.6509982,12.973936,https://www.zomato.com/bangalore/punjabi-nawabi-thippasandra-bangalore/order,400
2371,By 2 Coffee,4.1,South Indian,2644,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/by-2-coffee-1-basavanagudi/order,75
2372,Yo! Chow,4,"Asian, Chinese, Beverages, Desserts, Sichuan",23600,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/yo-chow-marathahalli-bangalore/order,600
2373,Nirula's,0,Ice Cream,9,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/nirulas-bommanahalli-bangalore/order,250
2374,U.P. Dhaba,3.2,"North Indian, Chinese, Mughlai, Biryani",15600,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/u-p-dhaba-whitefield-bangalore/order,175
2375,Chaatimes,3.9,"Street Food, Fast Food",1479,"RT Nagar, Bangalore",77.595715,13.0227204,https://www.zomato.com/bangalore/chaatimes-rt-nagar-bangalore/order,100
2376,Pizza & Burger Paradies,4.2,"Pizza, Fast Food, Street Food",64,"Basaveshwara Nagar, Bangalore",77.5394749,12.9931607,https://www.zomato.com/bangalore/pizza-burger-paradies-basaveshwara-nagar-bangalore/order,100
2377,The Pastry Zone,3.8,"Bakery, Desserts",1272,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/the-pastry-zone-kalyan-nagar-bangalore/order,250
2378,Kapoor's Chaat Bhandaar,4,"Street Food, Desserts, Beverages",2533,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/kapoors-chaat-bhandaar-brookefield-bangalore/order,100
2379,Zomoz - The Momo Company,4.2,"Momos, Fast Food",666,"Kumaraswamy Layout, Bangalore",77.5553179,12.9081487,https://www.zomato.com/bangalore/zomoz-the-momo-company-kumaraswamy-layout-bangalore/order,200
2380,Udupi Kitchen,3.7,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan",1306,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/udupi-kitchen-sarjapur-road-bangalore/order,150
2381,Momo Guy,3.3,"Momos, Asian, Beverages, Tibetan",19,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/momo-guy-jp-nagar-bangalore/order,300
2382,Pac-Man Bbq,0,BBQ,5,"Peenya, Bangalore",77.5273253,13.0329419,https://www.zomato.com/bangalore/pac-man-bbq-peenya-bangalore/order,100
2383,Biryani By Kilo,4.3,"Biryani, Hyderabadi, North Indian, Kebab, Mughlai, Desserts",2167,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/biryani-by-kilo-bommanahalli-bangalore/order,350
2384,RollsKing,3.8,"Rolls, Fast Food, North Indian",300,"Sarjapur Road, Bangalore",77.6653284,12.920441,https://www.zomato.com/bangalore/rollsking-sarjapur-road-bangalore/order,200
2385,Ambur Hot Dum Biryani,3.4,Biryani,216,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/ambur-hot-dum-biryani-1-bommanahalli-bangalore/order,250
2386,Cupcake Bliss Cakes & Desserts,4.2,"Bakery, Desserts",1187,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-kalyan-nagar-bangalore/order,300
2387,Paradise Point,3.7,"North Indian, Chinese",59,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/paradise-point-kr-puram-bangalore/order,200
2388,Kolkata Kati King Roll,0,"Rolls, Sandwich",5,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/kolkata-kati-king-roll-hebbal-bangalore/order,100
2389,Southinn,4.1,"South Indian, North Indian, Fast Food, Beverages, Chinese",11300,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/southinn-hsr/order,200
2390,Momo Monk,4.3,Momos,457,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/momo-monk-jp-nagar-bangalore/order,200
2391,Spicy Dates,3.7,"Chinese, North Indian, Beverages, Shake, Street Food",60,"KR Puram, Bangalore",77.695935,13.007516,https://www.zomato.com/bangalore/spicy-dates-2-kr-puram-bangalore/order,100
2392,Biryani Blues,3.4,"Biryani, Kebab, Hyderabadi",507,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/biryani-blues-new-bel-road-bangalore/order,250
2393,Andhra Gunpowder,4,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",331,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/bangalore/andhra-gunpowder-seshadripuram-bangalore/order,250
2394,Gilly's Restobar,4,"Continental, Italian, Chinese, Fast Food, North Indian",29,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/gillys-restobar-1-new-bel-road-bangalore/order,725
2395,The Royal Paratha Box,4,"North Indian, Beverages",32,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/the-royal-paratha-box-1-electronic-city-bangalore/order,200
2396,Iyengars Bread Basket,3.6,"Bakery, Desserts, Fast Food",1020,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/iyengars-bread-basket-brookefield-bangalore/order,100
2397,Natural Ice Cream,4.5,"Ice Cream, Beverages",1878,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/natural-ice-cream-indiranagar/order,150
2398,Wrap 'N' Roll,3.9,"Rolls, Chinese, Sichuan",807,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/wrap-n-roll-1-electronic-city-bangalore/order,150
2399,Ghar Ke Phulke,3.8,North Indian,1253,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/ghar-ke-phulke-1-whitefield-bangalore/order,150
2400,Udupi Brahmins Signature,4,South Indian,37,"Varthur Main Road, Whitefield, Bangalore",77.7471103,12.9413238,https://www.zomato.com/bangalore/udupi-brahmins-signature-varthur-main-road-whitefield-bangalore/order,50
2401,Mochangs,0,"Chinese, Momos",8,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/mochangs-banashankari-bangalore/order,150
2402,RNR Biryani - Taste Of 1953,4.2,"Biryani, South Indian, Andhra",686,"Koramangala 4th Block, Bangalore",77.6294052,12.9327778,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-koramangala-4th-block-bangalore/order,250
2403,Emirates Restaurant,3.6,"North Indian, Chinese, South Indian, Biryani",263,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/emirates-restaurant-1-kammanahalli-bangalore/order,200
2404,Adiga's,3.8,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages",8673,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/adigas-1-bannerghatta-road-bangalore/order,150
2405,Pasta Street,4.1,"Pasta, Pizza, Italian, European, Salad, Desserts, Beverages",921,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/pasta-street-jp-nagar-bangalore/order,750
2406,Crazy Bao,3.5,"Fast Food, Chinese, North Indian, Momos",20,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/crazy-bao-new-bel-road-bangalore/order,150
2407,AlfiA,3.9,"North Indian, South Indian, Chinese",706,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/alfia-yeshwantpur-bangalore/order,150
2408,Thrishul Gowda Miilitary Hotel,0,"North Indian, Chinese, South Indian",8,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/thrishul-gowda-miilitary-hotel-electronic-city-bangalore/order,125
2409,Nirula's,3.6,Ice Cream,47,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/nirulas-indiranagar-bangalore/order,250
2410,Tarbouche,4,"Turkish, Rolls, Middle Eastern, Lebanese",2291,"Yelahanka, Bangalore",77.5963454,13.1006982,https://www.zomato.com/bangalore/tarbouche-yelahanka-bangalore/order,150
2411,T’s 21 Spice Biryani,4.2,"Biryani, Andhra",894,"HBR Layout, Bangalore",77.6323597,13.0358698,https://www.zomato.com/bangalore/ts-21-spice-biryani-hbr-layout-bangalore/order,200
2412,The Good Bowl,4,"North Indian, Pasta, Italian",3519,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/the-good-bowl-hsr-bangalore/order,200
2413,The Brooklyn Creamery - Healthy Ice Cream,4.3,Ice Cream,184,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-basavanagudi-bangalore/order,200
2414,Brahmin's Kitchen,3.7,South Indian,1428,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/brahmins-kitchen-sahakara-nagar-bangalore/order,100
2415,Soroush Biryani,2.5,"Biryani, North Indian, Mughlai",27,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/soroush-biryani-marathahalli-bangalore/order,150
2416,Naati Cafe,4.3,"South Indian, Biryani",1007,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/naati-cafe-1-koramangala-7th-block-bangalore/order,250
2417,Chetty's Corner,4.2,"Fast Food, Sandwich, Pizza, Burger, Street Food, Beverages",2284,"Seshadripuram, Bangalore",77.5753419,12.9931876,https://www.zomato.com/chettyscorner/order,100
2418,Marwadi Chaat Tiffin Services,3.2,Rajasthani,983,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-hsr-bangalore/order,200
2419,Seasons,4,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Desserts, Beverages",2525,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/seasons-electronic-city/order,500
2420,Bistro Claytopia,4.2,"Cafe, American, Italian, Modern Indian, Continental, Desserts, Beverages",464,"Koramangala 1st Block, Bangalore",77.6308832,12.9275886,https://www.zomato.com/bangalore/bistro-claytopia-koramangala-1st-block/order,450
2421,Anand Sweets And Savouries,3.9,"Mithai, Street Food, Beverages, Desserts",561,"New BEL Road, Bangalore",77.564105,13.0393922,https://www.zomato.com/bangalore/anand-sweets-and-savouries-new-bel-road-bangalore/order,150
2422,Plan B,3.9,"American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages",397,"Indiranagar, Bangalore",77.6404672,12.9732913,https://www.zomato.com/bangalore/plan-b-indiranagar/order,650
2423,Asha Sweets Center,4.4,Mithai,3392,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/asha-sweets-center-malleshwaram-bangalore/order,100
2424,RNR Biryani - Taste Of 1953,4,"Biryani, South Indian, Andhra",486,"JP Nagar, Bangalore",77.5782713,12.9072515,https://www.zomato.com/bangalore/rnr-biryani-taste-of-1953-jp-nagar-bangalore/order,250
2425,Shettys Red,3.7,"Mangalorean, Seafood, North Indian",174,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/shettys-red-banashankari-bangalore/order,175
2426,Coastal Machali Co.,3.7,"Asian, Mangalorean, Seafood, South Indian, North Indian, Chinese, Beverages, Sichuan",309,"Residency Road, Bangalore",77.6206061,13.0529476,https://www.zomato.com/bangalore/coastal-machali-co-residency-road-bangalore/order,550
2427,Mainland China,3.8,"Chinese, Asian, Sushi, Momos, Japanese, Thai, Beverages",844,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/mainland-china-rajajinagar-bangalore/order,500
2428,WOW! Momo,4,"Momos, Fast Food, Tibetan",3518,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/wow-momo-btm-bangalore/order,200
2429,Sri Sai Ram Juice and Chats,4.3,"Street Food, Beverages",109,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/sri-sai-ram-juice-and-chats-malleshwaram-bangalore/order,50
2430,Donne Biryanis House,3.2,"Biryani, Chinese, Kebab",230,"Bommanahalli, Bangalore",77.6239038,12.9089453,https://www.zomato.com/bangalore/donne-biryanis-house-bommanahalli-bangalore/order,250
2431,Udupi Aatithya,3.9,"South Indian, North Indian, Chinese, Fast Food, Shake, Sichuan",13400,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/udupi-aatithya-bellandur-bangalore/order,150
2432,Ande Ka Funda,3.8,"North Indian, Rolls, Chinese",521,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/ande-ka-funda-2-hsr-bangalore/order,200
2433,Sri Venkateshwara Sweetmeat Stall,4.3,"Mithai, Street Food, Fast Food, North Indian",389,"Malleshwaram, Bangalore",77.5703253,13.0027353,https://www.zomato.com/bangalore/sri-venkateshwara-sweetmeat-stall-malleshwaram/order,200
2434,Krishna Vaibhava,4.2,"Street Food, North Indian, South Indian, Sichuan, Chinese, Ice Cream, Beverages",953,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/krishna-vaibhava-btm-bangalore/order,250
2435,Flavour Of Shanghai,4.2,"Chinese, Thai, Seafood",4219,"Kanakapura Road, Bangalore",77.5449181,12.8773096,https://www.zomato.com/bangalore/flavour-of-shanghai-2-kanakapura-road-bangalore/order,225
2436,Paradise Delicious,3.3,"Chinese, Street Food, Mughlai, North Indian, Biryani",262,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/paradise-delicious-electronic-city-bangalore/order,200
2437,Hungry Panda- Deliciously Chinese,2.6,"Chinese, Momos",43,"Kammanahalli, Bangalore",77.6377094,13.0093455,https://www.zomato.com/bangalore/hungry-panda-deliciously-chinese-kammanahalli-bangalore/order,250
2438,Rasogolla,4.4,"Mithai, Street Food",676,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/rasogolla-electronic-city-bangalore/order,100
2439,Kavali,4.1,"North Indian, Chinese, South Indian",512,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/kavali-3-banashankari-bangalore/order,100
2440,WarmOven Cake & Desserts,4.1,"Bakery, Desserts, Ice Cream, Shake",8586,"Kalyan Nagar, Bangalore",77.6403368,13.0221416,https://www.zomato.com/bangalore/warmoven-cake-desserts-kalyan-nagar-bangalore/order,250
2441,The Baklava Company,4,"Mithai, Desserts",58,"Bellandur, Bangalore",77.6782471,12.93103185,https://www.zomato.com/bangalore/the-baklava-company-bellandur-bangalore/order,100
2442,Ovenstory Pizza,3.9,"Pizza, Fast Food",3553,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/ovenstory-pizza-rajajinagar/order,300
2443,Kabab Manor,4,"North Indian, Biryani, Fast Food, Chinese, Beverages",8053,"RT Nagar, Bangalore",77.595715,13.0227204,https://www.zomato.com/bangalore/kabab-manor-rt-nagar/order,200
2444,Milano Ice Cream,3.8,"Desserts, Ice Cream, Beverages, Shake",1864,"Jayanagar, Bangalore",77.5824229,12.9292731,https://www.zomato.com/bangalore/milano-ice-cream-jayanagar-bangalore/order,200
2445,Plantain Leaf,4.2,"Andhra, Chinese, North Indian, Biryani",6663,"Thippasandra, Bangalore",77.6509982,12.973936,https://www.zomato.com/bangalore/plantain-leaf-thippasandra-bangalore/order,275
2446,Madurai Parotta House,3.3,"Tamil, Chettinad, Chinese, South Indian",1070,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/madurai-parotta-house-whitefield-bangalore/order,100
2447,Asia Kitchen By Mainland China,4.1,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",322,"Rajajinagar, Bangalore",77.554883,12.9882338,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-rajajinagar-bangalore/order,450
2448,Cake N Chef,0,Bakery,14,"Bannerghatta Road, Bangalore",77.6041899,12.9521804,https://www.zomato.com/bangalore/cake-n-chef-2-bannerghatta-road-bangalore/order,175
2449,Biryani Box,3.7,Biryani,573,"Whitefield, Bangalore",77.7497448,12.9696365,https://www.zomato.com/bangalore/biryani-box-whitefield-bangalore/order,150
2450,"Frozen Bottle - Milkshakes, Desserts and Ice Cream",4.2,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",10700,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-electronic-city-bangalore/order,175
2451,Kulfi And More,0,Desserts,8,"Ascendas Park Square, Whitefield, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/kulfi-and-more-basavanagudi-bangalore/order,100
2452,Amma's  Pastries,3.8,Bakery,220,"Koramangala 7th Block, Bangalore",77.6134783,12.9364846,https://www.zomato.com/bangalore/ammas-pastries-1-koramangala-7th-block-bangalore/order,50
2453,Wok N Roll,3.6,"Burger, Chinese, Momos, Biryani, Sandwich, North Indian, Rolls, Beverages",780,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/wok-n-roll-electronic-city-bangalore/order,150
2454,LeanCrust Pizza- ThinCrust Experts,4.5,"Pizza, Fast Food, Beverages, Desserts",268,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-btm-bangalore/order,400
2455,Kolkata No.1 Katti Rolls,4.2,"Rolls, Momos",1408,"Hebbal, Bangalore",77.5919,13.0382184,https://www.zomato.com/bangalore/kolkata-no-1-katti-rolls-hebbal-bangalore/order,75
2456,Grand Punjabi,3,North Indian,206,"Electronic City, Bangalore",77.64825296,12.8487599,https://www.zomato.com/bangalore/grand-punjabi-electronic-city-bangalore/order,100
2457,Friendly Neighbourhood Pizza - Man,4.3,"Pizza, Italian, Ice Cream, Shake",92,"Basavanagudi, Bangalore",77.5755021,12.9417261,https://www.zomato.com/bangalore/friendly-neighbourhood-pizza-man-basavanagudi-bangalore/order,200
2458,Anandha Biryani House,4.1,"Biryani, Andhra",909,"Kadubeesanahalli, Bangalore",77.6972484,12.942199,https://www.zomato.com/bangalore/anandha-biryani-house-kadubeesanahalli-bangalore/order,350
2459,Jai Mataji Farsan And Sweets,4.1,"Mithai, Gujarati, Street Food",100,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/jai-mataji-farsan-and-sweets-yeshwantpur-bangalore/order,100
2460,Biryani Blues,4,"Biryani, Kebab, Hyderabadi",129,"HSR, Bangalore",77.6398674,12.9092342,https://www.zomato.com/bangalore/biryani-blues-hsr-bangalore/order,200
2461,Savera Cafe,3.6,"Fast Food, Tea, Beverages",344,"Shivajinagar, Bangalore",77.6075416,12.986391,https://www.zomato.com/bangalore/savera-cafe-shivajinagar/order,50
2462,Raj's Cafe,3.7,"Fast Food, Desserts, Sandwich, Beverages, Shake",158,"Jalahalli, Bangalore",77.5483803,13.0464531,https://www.zomato.com/bangalore/rajs-cafe-jalahalli-bangalore/order,100
2463,Shanghai Social,3.2,"Chinese, Sichuan",9,"Brookefield, Bangalore",77.7168891,12.9668213,https://www.zomato.com/bangalore/shanghai-social-brookefield-bangalore/order,200
2464,Anjappar,4,"South Indian, Chettinad, Biryani, Seafood, Chinese, North Indian, Desserts, Beverages",3501,"Marathahalli, Bangalore",77.6984163,12.9552572,https://www.zomato.com/bangalore/anjappar-marathahalli-bangalore/order,400
2465,McDonald's,4.2,"Burger, Fast Food, Beverages",1850,"Brigade Road, Bangalore",77.6074716,12.9736132,https://www.zomato.com/bangalore/mcdonalds-brigade-road/order,200
2466,Namaste,4.1,"South Indian, Beverages, Chinese",40000,"BTM, Bangalore",77.60456543,12.91127585,https://www.zomato.com/bangalore/namaste-btm-bangalore/order,50
2467,Kabab Junction,0,"Kebab, Chinese",5,"Yeshwantpur, Bangalore",77.5529215,13.02383,https://www.zomato.com/bangalore/kabab-junction-yeshwantpur-bangalore/order,100
2468,Amma's Pastries,4,Bakery,341,"Banashankari, Bangalore",77.59445195,12.96528325,https://www.zomato.com/bangalore/ammas-pastries-banashankari/order,150
2469,Barley & Grapes Cafe,4,"Italian, Continental, Fast Food, Street Food, Ice Cream, Desserts",204,"Sahakara Nagar, Bangalore",77.58006135,13.0621474,https://www.zomato.com/bangalore/barley-grapes-cafe-sahakara-nagar-bangalore/order,650
